[0.39] In camera.cpp Camera::Initialize - device found 
[0.39] In main.cpp Camera Connection Initialized 
[0.39] Initializing FSM DAC - Commanding DAC_FULL_RESET =  2621441 
[0.39] fsmWrite - channel =  8 , data =  40 
[1.27] fsmWrite - channel =  8 , data =  3 
[1.27] fsmWrite - channel =  9 , data =  95 
[1.27] fsmWrite - channel =  10 , data =  198 
[1.27] fsmWrite - channel =  8 , data =  18 
[1.27] fsmWrite - channel =  9 , data =  76 
[1.27] fsmWrite - channel =  10 , data =  26 
[1.28] fsmWrite - channel =  8 , data =  0 
[1.28] fsmWrite - channel =  9 , data =  96 
[1.28] fsmWrite - channel =  10 , data =  2 
[1.28] fsmWrite - channel =  8 , data =  1 
[1.28] fsmWrite - channel =  9 , data =  75 
[1.28] fsmWrite - channel =  10 , data =  222 
[1.28] fsmWrite - channel =  8 , data =  3 
[1.28] fsmWrite - channel =  9 , data =  99 
[1.28] fsmWrite - channel =  10 , data =  204 
[1.28] fsmWrite - channel =  8 , data =  18 
[1.28] fsmWrite - channel =  9 , data =  72 
[1.28] fsmWrite - channel =  10 , data =  20 
[1.29] fsmWrite - channel =  8 , data =  0 
[1.29] fsmWrite - channel =  9 , data =  91 
[1.29] fsmWrite - channel =  10 , data =  90 
[1.29] fsmWrite - channel =  8 , data =  1 
[1.29] fsmWrite - channel =  9 , data =  80 
[1.29] fsmWrite - channel =  10 , data =  134 
[1.29] fsmWrite - channel =  8 , data =  3 
[1.29] fsmWrite - channel =  9 , data =  102 
[1.29] fsmWrite - channel =  10 , data =  156 
[1.29] fsmWrite - channel =  8 , data =  18 
[1.29] fsmWrite - channel =  9 , data =  69 
[1.29] fsmWrite - channel =  10 , data =  68 
[1.30] fsmWrite - channel =  8 , data =  0 
[1.30] fsmWrite - channel =  9 , data =  85 
[1.30] fsmWrite - channel =  10 , data =  240 
[1.30] fsmWrite - channel =  8 , data =  1 
[1.30] fsmWrite - channel =  9 , data =  85 
[1.30] fsmWrite - channel =  10 , data =  240 
[1.30] fsmWrite - channel =  8 , data =  3 
[1.30] fsmWrite - channel =  9 , data =  103 
[1.30] fsmWrite - channel =  10 , data =  222 
[1.31] fsmWrite - channel =  8 , data =  18 
[1.31] fsmWrite - channel =  9 , data =  68 
[1.31] fsmWrite - channel =  10 , data =  2 
[1.31] fsmWrite - channel =  8 , data =  0 
[1.31] fsmWrite - channel =  9 , data =  80 
[1.31] fsmWrite - channel =  10 , data =  71 
[1.31] fsmWrite - channel =  8 , data =  1 
[1.32] fsmWrite - channel =  9 , data =  91 
[1.32] fsmWrite - channel =  10 , data =  153 
[1.32] fsmWrite - channel =  8 , data =  3 
[1.32] fsmWrite - channel =  9 , data =  103 
[1.32] fsmWrite - channel =  10 , data =  94 
[1.32] fsmWrite - channel =  8 , data =  18 
[1.32] fsmWrite - channel =  9 , data =  68 
[1.32] fsmWrite - channel =  10 , data =  130 
[1.33] fsmWrite - channel =  8 , data =  0 
[1.33] fsmWrite - channel =  9 , data =  74 
[1.33] fsmWrite - channel =  10 , data =  239 
[1.33] fsmWrite - channel =  8 , data =  1 
[1.33] fsmWrite - channel =  9 , data =  96 
[1.33] fsmWrite - channel =  10 , data =  241 
[1.33] fsmWrite - channel =  8 , data =  3 
[1.33] fsmWrite - channel =  9 , data =  101 
[1.33] fsmWrite - channel =  10 , data =  22 
[1.33] fsmWrite - channel =  8 , data =  18 
[1.33] fsmWrite - channel =  9 , data =  70 
[1.33] fsmWrite - channel =  10 , data =  202 
[1.34] fsmWrite - channel =  8 , data =  0 
[1.34] fsmWrite - channel =  9 , data =  70 
[1.34] fsmWrite - channel =  10 , data =  120 
[1.34] fsmWrite - channel =  8 , data =  1 
[1.34] fsmWrite - channel =  9 , data =  101 
[1.34] fsmWrite - channel =  10 , data =  104 
[1.34] fsmWrite - channel =  8 , data =  3 
[1.34] fsmWrite - channel =  9 , data =  97 
[1.34] fsmWrite - channel =  10 , data =  45 
[1.34] fsmWrite - channel =  8 , data =  18 
[1.34] fsmWrite - channel =  9 , data =  74 
[1.34] fsmWrite - channel =  10 , data =  179 
[1.35] fsmWrite - channel =  8 , data =  0 
[1.35] fsmWrite - channel =  9 , data =  67 
[1.35] fsmWrite - channel =  10 , data =  95 
[1.35] fsmWrite - channel =  8 , data =  1 
[1.35] fsmWrite - channel =  9 , data =  104 
[1.35] fsmWrite - channel =  10 , data =  129 
[1.35] fsmWrite - channel =  8 , data =  3 
[1.35] fsmWrite - channel =  9 , data =  91 
[1.35] fsmWrite - channel =  10 , data =  248 
[1.35] fsmWrite - channel =  8 , data =  18 
[1.35] fsmWrite - channel =  9 , data =  79 
[1.35] fsmWrite - channel =  10 , data =  232 
[1.36] fsmWrite - channel =  8 , data =  0 
[1.36] fsmWrite - channel =  9 , data =  66 
[1.36] fsmWrite - channel =  10 , data =  4 
[1.36] fsmWrite - channel =  8 , data =  1 
[1.36] fsmWrite - channel =  9 , data =  105 
[1.36] fsmWrite - channel =  10 , data =  220 
[1.36] fsmWrite - channel =  8 , data =  3 
[1.36] fsmWrite - channel =  9 , data =  85 
[1.37] fsmWrite - channel =  10 , data =  240 
[1.37] fsmWrite - channel =  8 , data =  18 
[1.37] fsmWrite - channel =  9 , data =  85 
[1.37] fsmWrite - channel =  10 , data =  240 
[1.37] In calibration.cpp Calibration::run - Pair 50 [ 1627.40965 , 813.09805 ] for FSM [ -0.15000 , -0.00000 ] 
[1.37] fsmWrite - channel =  8 , data =  0 
[1.37] fsmWrite - channel =  9 , data =  66 
[1.38] fsmWrite - channel =  10 , data =  157 
[1.38] fsmWrite - channel =  8 , data =  1 
[1.38] fsmWrite - channel =  9 , data =  105 
[1.38] fsmWrite - channel =  10 , data =  67 
[1.38] fsmWrite - channel =  8 , data =  3 
[1.38] fsmWrite - channel =  9 , data =  79 
[1.38] fsmWrite - channel =  10 , data =  169 
[1.38] fsmWrite - channel =  8 , data =  18 
[1.38] fsmWrite - channel =  9 , data =  92 
[1.38] fsmWrite - channel =  10 , data =  55 
[1.39] fsmWrite - channel =  8 , data =  0 
[1.39] fsmWrite - channel =  9 , data =  69 
[1.39] fsmWrite - channel =  10 , data =  45 
[1.39] fsmWrite - channel =  8 , data =  1 
[1.39] fsmWrite - channel =  9 , data =  102 
[1.39] fsmWrite - channel =  10 , data =  179 
[1.39] fsmWrite - channel =  8 , data =  3 
[1.39] fsmWrite - channel =  9 , data =  73 
[1.39] fsmWrite - channel =  10 , data =  195 
[1.39] fsmWrite - channel =  8 , data =  18 
[1.39] fsmWrite - channel =  9 , data =  98 
[1.39] fsmWrite - channel =  10 , data =  29 
[1.40] fsmWrite - channel =  8 , data =  0 
[1.40] fsmWrite - channel =  9 , data =  73 
[1.40] fsmWrite - channel =  10 , data =  135 
[1.40] fsmWrite - channel =  8 , data =  1 
[1.40] fsmWrite - channel =  9 , data =  98 
[1.40] fsmWrite - channel =  10 , data =  89 
[1.40] fsmWrite - channel =  8 , data =  3 
[1.40] fsmWrite - channel =  9 , data =  68 
[1.40] fsmWrite - channel =  10 , data =  219 
[1.40] fsmWrite - channel =  8 , data =  18 
[1.40] fsmWrite - channel =  9 , data =  103 
[1.40] fsmWrite - channel =  10 , data =  5 
[1.41] fsmWrite - channel =  8 , data =  0 
[1.41] fsmWrite - channel =  9 , data =  79 
[1.41] fsmWrite - channel =  10 , data =  74 
[1.41] fsmWrite - channel =  8 , data =  1 
[1.41] fsmWrite - channel =  9 , data =  92 
[1.41] fsmWrite - channel =  10 , data =  150 
[1.41] fsmWrite - channel =  8 , data =  3 
[1.41] fsmWrite - channel =  9 , data =  65 
[1.41] fsmWrite - channel =  10 , data =  122 
[1.41] fsmWrite - channel =  8 , data =  18 
[1.41] fsmWrite - channel =  9 , data =  106 
[1.42] fsmWrite - channel =  10 , data =  102 
[1.42] fsmWrite - channel =  8 , data =  0 
[1.42] fsmWrite - channel =  9 , data =  85 
[1.42] fsmWrite - channel =  10 , data =  240 
[1.42] fsmWrite - channel =  8 , data =  1 
[1.42] fsmWrite - channel =  9 , data =  85 
[1.42] fsmWrite - channel =  10 , data =  240 
[1.42] fsmWrite - channel =  8 , data =  3 
[1.42] fsmWrite - channel =  9 , data =  64 
[1.42] fsmWrite - channel =  10 , data =  6 
[1.43] fsmWrite - channel =  8 , data =  18 
[1.43] fsmWrite - channel =  9 , data =  107 
[1.43] fsmWrite - channel =  10 , data =  218 
[1.43] fsmWrite - channel =  8 , data =  0 
[1.43] fsmWrite - channel =  9 , data =  92 
[1.43] fsmWrite - channel =  10 , data =  213 
[1.43] fsmWrite - channel =  8 , data =  1 
[1.44] fsmWrite - channel =  9 , data =  79 
[1.44] fsmWrite - channel =  10 , data =  11 
[1.44] fsmWrite - channel =  8 , data =  3 
[1.44] fsmWrite - channel =  9 , data =  64 
[1.44] fsmWrite - channel =  10 , data =  184 
[1.44] fsmWrite - channel =  8 , data =  18 
[1.44] fsmWrite - channel =  9 , data =  107 
[1.44] fsmWrite - channel =  10 , data =  40 
[1.45] fsmWrite - channel =  8 , data =  0 
[1.45] fsmWrite - channel =  9 , data =  99 
[1.45] fsmWrite - channel =  10 , data =  73 
[1.45] fsmWrite - channel =  8 , data =  1 
[1.45] fsmWrite - channel =  9 , data =  72 
[1.45] fsmWrite - channel =  10 , data =  151 
[1.45] fsmWrite - channel =  8 , data =  3 
[1.45] fsmWrite - channel =  9 , data =  67 
[1.45] fsmWrite - channel =  10 , data =  145 
[1.45] fsmWrite - channel =  8 , data =  18 
[1.45] fsmWrite - channel =  9 , data =  104 
[1.45] fsmWrite - channel =  10 , data =  79 
[1.46] fsmWrite - channel =  8 , data =  0 
[1.46] fsmWrite - channel =  9 , data =  104 
[1.46] fsmWrite - channel =  10 , data =  162 
[1.47] fsmWrite - channel =  8 , data =  1 
[1.47] fsmWrite - channel =  9 , data =  67 
[1.47] fsmWrite - channel =  10 , data =  62 
[1.47] fsmWrite - channel =  8 , data =  3 
[1.47] fsmWrite - channel =  9 , data =  72 
[1.47] fsmWrite - channel =  10 , data =  91 
[1.47] fsmWrite - channel =  8 , data =  18 
[1.47] fsmWrite - channel =  9 , data =  99 
[1.47] fsmWrite - channel =  10 , data =  133 
[1.48] fsmWrite - channel =  8 , data =  0 
[1.48] fsmWrite - channel =  9 , data =  108 
[1.48] fsmWrite - channel =  10 , data =  75 
[1.48] fsmWrite - channel =  8 , data =  1 
[1.48] fsmWrite - channel =  9 , data =  63 
[1.48] fsmWrite - channel =  10 , data =  149 
[1.48] fsmWrite - channel =  8 , data =  3 
[1.48] fsmWrite - channel =  9 , data =  78 
[1.48] fsmWrite - channel =  10 , data =  173 
[1.48] fsmWrite - channel =  8 , data =  18 
[1.48] fsmWrite - channel =  9 , data =  93 
[1.48] fsmWrite - channel =  10 , data =  51 
[1.49] fsmWrite - channel =  8 , data =  0 
[1.49] fsmWrite - channel =  9 , data =  109 
[1.50] fsmWrite - channel =  10 , data =  216 
[1.50] fsmWrite - channel =  8 , data =  1 
[1.50] fsmWrite - channel =  9 , data =  62 
[1.50] fsmWrite - channel =  10 , data =  8 
[1.50] fsmWrite - channel =  8 , data =  3 
[1.50] fsmWrite - channel =  9 , data =  85 
[1.50] fsmWrite - channel =  10 , data =  240 
[1.50] fsmWrite - channel =  8 , data =  18 
[1.50] fsmWrite - channel =  9 , data =  85 
[1.50] fsmWrite - channel =  10 , data =  240 
[1.51] In calibration.cpp Calibration::run - Pair 60 [ 1406.00693 , 811.10984 ] for FSM [ 0.18000 , 0.00000 ] 
[1.51] fsmWrite - channel =  8 , data =  0 
[1.51] fsmWrite - channel =  9 , data =  109 
[1.51] fsmWrite - channel =  10 , data =  13 
[1.51] fsmWrite - channel =  8 , data =  1 
[1.51] fsmWrite - channel =  9 , data =  62 
[1.51] fsmWrite - channel =  10 , data =  211 
[1.51] fsmWrite - channel =  8 , data =  3 
[1.52] fsmWrite - channel =  9 , data =  93 
[1.52] fsmWrite - channel =  10 , data =  114 
[1.52] fsmWrite - channel =  8 , data =  18 
[1.52] fsmWrite - channel =  9 , data =  78 
[1.52] fsmWrite - channel =  10 , data =  110 
[1.53] fsmWrite - channel =  8 , data =  0 
[1.53] fsmWrite - channel =  9 , data =  105 
[1.53] fsmWrite - channel =  10 , data =  236 
[1.53] fsmWrite - channel =  8 , data =  1 
[1.53] fsmWrite - channel =  9 , data =  65 
[1.53] fsmWrite - channel =  10 , data =  244 
[1.53] fsmWrite - channel =  8 , data =  3 
[1.53] fsmWrite - channel =  9 , data =  100 
[1.53] fsmWrite - channel =  10 , data =  117 
[1.53] fsmWrite - channel =  8 , data =  18 
[1.53] fsmWrite - channel =  9 , data =  71 
[1.53] fsmWrite - channel =  10 , data =  107 
[1.54] fsmWrite - channel =  8 , data =  0 
[1.54] fsmWrite - channel =  9 , data =  100 
[1.54] fsmWrite - channel =  10 , data =  177 
[1.54] fsmWrite - channel =  8 , data =  1 
[1.54] fsmWrite - channel =  9 , data =  71 
[1.54] fsmWrite - channel =  10 , data =  47 
[1.55] fsmWrite - channel =  8 , data =  3 
[1.55] fsmWrite - channel =  9 , data =  106 
[1.55] fsmWrite - channel =  10 , data =  62 
[1.55] fsmWrite - channel =  8 , data =  18 
[1.55] fsmWrite - channel =  9 , data =  65 
[1.55] fsmWrite - channel =  10 , data =  162 
[1.56] fsmWrite - channel =  8 , data =  0 
[1.56] fsmWrite - channel =  9 , data =  93 
[1.56] fsmWrite - channel =  10 , data =  209 
[1.56] fsmWrite - channel =  8 , data =  1 
[1.56] fsmWrite - channel =  9 , data =  78 
[1.56] fsmWrite - channel =  10 , data =  15 
[1.56] fsmWrite - channel =  8 , data =  3 
[1.56] fsmWrite - channel =  9 , data =  110 
[1.56] fsmWrite - channel =  10 , data =  48 
[1.56] fsmWrite - channel =  8 , data =  18 
[1.56] fsmWrite - channel =  9 , data =  61 
[1.56] fsmWrite - channel =  10 , data =  176 
[1.57] fsmWrite - channel =  8 , data =  0 
[1.57] fsmWrite - channel =  9 , data =  85 
[1.57] fsmWrite - channel =  10 , data =  240 
[1.57] fsmWrite - channel =  8 , data =  1 
[1.58] fsmWrite - channel =  9 , data =  85 
[1.58] fsmWrite - channel =  10 , data =  240 
[1.58] fsmWrite - channel =  8 , data =  3 
[1.58] fsmWrite - channel =  9 , data =  111 
[1.58] fsmWrite - channel =  10 , data =  214 
[1.58] fsmWrite - channel =  8 , data =  18 
[1.58] fsmWrite - channel =  9 , data =  60 
[1.58] fsmWrite - channel =  10 , data =  10 
[1.59] fsmWrite - channel =  8 , data =  0 
[1.59] fsmWrite - channel =  9 , data =  77 
[1.59] fsmWrite - channel =  10 , data =  208 
[1.59] fsmWrite - channel =  8 , data =  1 
[1.59] fsmWrite - channel =  9 , data =  94 
[1.59] fsmWrite - channel =  10 , data =  16 
[1.59] fsmWrite - channel =  8 , data =  3 
[1.59] fsmWrite - channel =  9 , data =  110 
[1.59] fsmWrite - channel =  10 , data =  242 
[1.59] fsmWrite - channel =  8 , data =  18 
[1.59] fsmWrite - channel =  9 , data =  60 
[1.59] fsmWrite - channel =  10 , data =  238 
[1.60] fsmWrite - channel =  8 , data =  0 
[1.60] fsmWrite - channel =  9 , data =  70 
[1.61] fsmWrite - channel =  10 , data =  64 
[1.61] fsmWrite - channel =  8 , data =  1 
[1.61] fsmWrite - channel =  9 , data =  101 
[1.61] fsmWrite - channel =  10 , data =  160 
[1.61] fsmWrite - channel =  8 , data =  3 
[1.61] fsmWrite - channel =  9 , data =  107 
[1.61] fsmWrite - channel =  10 , data =  136 
[1.61] fsmWrite - channel =  8 , data =  18 
[1.61] fsmWrite - channel =  9 , data =  64 
[1.61] fsmWrite - channel =  10 , data =  88 
[1.62] fsmWrite - channel =  8 , data =  0 
[1.62] fsmWrite - channel =  9 , data =  64 
[1.62] fsmWrite - channel =  10 , data =  5 
[1.62] fsmWrite - channel =  8 , data =  1 
[1.62] fsmWrite - channel =  9 , data =  107 
[1.62] fsmWrite - channel =  10 , data =  219 
[1.62] fsmWrite - channel =  8 , data =  3 
[1.62] fsmWrite - channel =  9 , data =  101 
[1.62] fsmWrite - channel =  10 , data =  220 
[1.62] fsmWrite - channel =  8 , data =  18 
[1.62] fsmWrite - channel =  9 , data =  70 
[1.62] fsmWrite - channel =  10 , data =  4 
[1.63] fsmWrite - channel =  8 , data =  0 
[1.63] fsmWrite - channel =  9 , data =  59 
[1.63] fsmWrite - channel =  10 , data =  203 
[1.63] fsmWrite - channel =  8 , data =  1 
[1.63] fsmWrite - channel =  9 , data =  112 
[1.64] fsmWrite - channel =  10 , data =  21 
[1.64] fsmWrite - channel =  8 , data =  3 
[1.64] fsmWrite - channel =  9 , data =  94 
[1.64] fsmWrite - channel =  10 , data =  110 
[1.64] fsmWrite - channel =  8 , data =  18 
[1.64] fsmWrite - channel =  9 , data =  77 
[1.64] fsmWrite - channel =  10 , data =  114 
[1.65] fsmWrite - channel =  8 , data =  0 
[1.65] fsmWrite - channel =  9 , data =  58 
[1.65] fsmWrite - channel =  10 , data =  12 
[1.65] fsmWrite - channel =  8 , data =  1 
[1.65] fsmWrite - channel =  9 , data =  113 
[1.65] fsmWrite - channel =  10 , data =  212 
[1.65] fsmWrite - channel =  8 , data =  3 
[1.65] fsmWrite - channel =  9 , data =  85 
[1.65] fsmWrite - channel =  10 , data =  240 
[1.65] fsmWrite - channel =  8 , data =  18 
[1.65] fsmWrite - channel =  9 , data =  85 
[1.65] fsmWrite - channel =  10 , data =  240 
[1.66] In calibration.cpp Calibration::run - Pair 70 [ 1667.52661 , 813.53527 ] for FSM [ -0.21000 , -0.00000 ] 
[1.66] fsmWrite - channel =  8 , data =  0 
[1.66] fsmWrite - channel =  9 , data =  59 
[1.66] fsmWrite - channel =  10 , data =  9 
[1.66] fsmWrite - channel =  8 , data =  1 
[1.66] fsmWrite - channel =  9 , data =  112 
[1.66] fsmWrite - channel =  10 , data =  215 
[1.66] fsmWrite - channel =  8 , data =  3 
[1.67] fsmWrite - channel =  9 , data =  77 
[1.67] fsmWrite - channel =  10 , data =  51 
[1.67] fsmWrite - channel =  8 , data =  18 
[1.67] fsmWrite - channel =  9 , data =  94 
[1.67] fsmWrite - channel =  10 , data =  173 
[1.68] fsmWrite - channel =  8 , data =  0 
[1.68] fsmWrite - channel =  9 , data =  62 
[1.68] fsmWrite - channel =  10 , data =  187 
[1.68] fsmWrite - channel =  8 , data =  1 
[1.68] fsmWrite - channel =  9 , data =  109 
[1.68] fsmWrite - channel =  10 , data =  37 
[1.68] fsmWrite - channel =  8 , data =  3 
[1.68] fsmWrite - channel =  9 , data =  69 
[1.68] fsmWrite - channel =  10 , data =  20 
[1.68] fsmWrite - channel =  8 , data =  18 
[1.68] fsmWrite - channel =  9 , data =  102 
[1.68] fsmWrite - channel =  10 , data =  204 
[1.69] fsmWrite - channel =  8 , data =  0 
[1.69] fsmWrite - channel =  9 , data =  68 
[1.69] fsmWrite - channel =  10 , data =  216 
[1.69] fsmWrite - channel =  8 , data =  1 
[1.69] fsmWrite - channel =  9 , data =  103 
[1.69] fsmWrite - channel =  10 , data =  8 
[1.69] fsmWrite - channel =  8 , data =  3 
[1.69] fsmWrite - channel =  9 , data =  62 
[1.69] fsmWrite - channel =  10 , data =  105 
[1.70] fsmWrite - channel =  8 , data =  18 
[1.70] fsmWrite - channel =  9 , data =  109 
[1.70] fsmWrite - channel =  10 , data =  119 
[1.71] fsmWrite - channel =  8 , data =  0 
[1.71] fsmWrite - channel =  9 , data =  76 
[1.71] fsmWrite - channel =  10 , data =  212 
[1.71] fsmWrite - channel =  8 , data =  1 
[1.71] fsmWrite - channel =  9 , data =  95 
[1.71] fsmWrite - channel =  10 , data =  12 
[1.71] fsmWrite - channel =  8 , data =  3 
[1.71] fsmWrite - channel =  9 , data =  57 
[1.71] fsmWrite - channel =  10 , data =  230 
[1.71] fsmWrite - channel =  8 , data =  18 
[1.71] fsmWrite - channel =  9 , data =  113 
[1.71] fsmWrite - channel =  10 , data =  250 
[1.72] fsmWrite - channel =  8 , data =  0 
[1.72] fsmWrite - channel =  9 , data =  85 
[1.72] fsmWrite - channel =  10 , data =  240 
[1.72] fsmWrite - channel =  8 , data =  1 
[1.72] fsmWrite - channel =  9 , data =  85 
[1.73] fsmWrite - channel =  10 , data =  240 
[1.73] fsmWrite - channel =  8 , data =  3 
[1.73] fsmWrite - channel =  9 , data =  56 
[1.73] fsmWrite - channel =  10 , data =  14 
[1.73] fsmWrite - channel =  8 , data =  18 
[1.73] fsmWrite - channel =  9 , data =  115 
[1.73] fsmWrite - channel =  10 , data =  210 
[1.74] fsmWrite - channel =  8 , data =  0 
[1.74] fsmWrite - channel =  9 , data =  95 
[1.74] fsmWrite - channel =  10 , data =  75 
[1.74] fsmWrite - channel =  8 , data =  1 
[1.74] fsmWrite - channel =  9 , data =  76 
[1.74] fsmWrite - channel =  10 , data =  149 
[1.74] fsmWrite - channel =  8 , data =  3 
[1.74] fsmWrite - channel =  9 , data =  57 
[1.75] fsmWrite - channel =  10 , data =  36 
[1.75] fsmWrite - channel =  8 , data =  18 
[1.75] fsmWrite - channel =  9 , data =  114 
[1.75] fsmWrite - channel =  10 , data =  188 
[1.76] fsmWrite - channel =  8 , data =  0 
[1.76] fsmWrite - channel =  9 , data =  103 
[1.76] fsmWrite - channel =  10 , data =  248 
[1.76] fsmWrite - channel =  8 , data =  1 
[1.76] fsmWrite - channel =  9 , data =  67 
[1.76] fsmWrite - channel =  10 , data =  232 
[1.76] fsmWrite - channel =  8 , data =  3 
[1.76] fsmWrite - channel =  9 , data =  61 
[1.76] fsmWrite - channel =  10 , data =  30 
[1.76] fsmWrite - channel =  8 , data =  18 
[1.76] fsmWrite - channel =  9 , data =  110 
[1.76] fsmWrite - channel =  10 , data =  194 
[1.77] fsmWrite - channel =  8 , data =  0 
[1.77] fsmWrite - channel =  9 , data =  111 
[1.77] fsmWrite - channel =  10 , data =  20 
[1.78] fsmWrite - channel =  8 , data =  1 
[1.78] fsmWrite - channel =  9 , data =  60 
[1.78] fsmWrite - channel =  10 , data =  204 
[1.78] fsmWrite - channel =  8 , data =  3 
[1.78] fsmWrite - channel =  9 , data =  67 
[1.78] fsmWrite - channel =  10 , data =  172 
[1.78] fsmWrite - channel =  8 , data =  18 
[1.78] fsmWrite - channel =  9 , data =  104 
[1.78] fsmWrite - channel =  10 , data =  52 
[1.79] fsmWrite - channel =  8 , data =  0 
[1.79] fsmWrite - channel =  9 , data =  115 
[1.79] fsmWrite - channel =  10 , data =  223 
[1.79] fsmWrite - channel =  8 , data =  1 
[1.79] fsmWrite - channel =  9 , data =  56 
[1.79] fsmWrite - channel =  10 , data =  1 
[1.79] fsmWrite - channel =  8 , data =  3 
[1.79] fsmWrite - channel =  9 , data =  76 
[1.79] fsmWrite - channel =  10 , data =  54 
[1.80] fsmWrite - channel =  8 , data =  18 
[1.80] fsmWrite - channel =  9 , data =  95 
[1.80] fsmWrite - channel =  10 , data =  170 
[1.81] fsmWrite - channel =  8 , data =  0 
[1.81] fsmWrite - channel =  9 , data =  117 
[1.81] fsmWrite - channel =  10 , data =  208 
[1.81] fsmWrite - channel =  8 , data =  1 
[1.81] fsmWrite - channel =  9 , data =  54 
[1.81] fsmWrite - channel =  10 , data =  16 
[1.81] fsmWrite - channel =  8 , data =  3 
[1.81] fsmWrite - channel =  9 , data =  85 
[1.81] fsmWrite - channel =  10 , data =  240 
[1.81] fsmWrite - channel =  8 , data =  18 
[1.81] fsmWrite - channel =  9 , data =  85 
[1.81] fsmWrite - channel =  10 , data =  240 
[1.82] In calibration.cpp Calibration::run - Pair 80 [ 1366.62503 , 810.94050 ] for FSM [ 0.24000 , 0.00000 ] 
[1.83] fsmWrite - channel =  8 , data =  0 
[1.83] fsmWrite - channel =  9 , data =  116 
[1.83] fsmWrite - channel =  10 , data =  161 
[1.83] fsmWrite - channel =  8 , data =  1 
[1.83] fsmWrite - channel =  9 , data =  55 
[1.83] fsmWrite - channel =  10 , data =  63 
[1.83] fsmWrite - channel =  8 , data =  3 
[1.83] fsmWrite - channel =  9 , data =  95 
[1.83] fsmWrite - channel =  10 , data =  233 
[1.83] fsmWrite - channel =  8 , data =  18 
[1.83] fsmWrite - channel =  9 , data =  75 
[1.83] fsmWrite - channel =  10 , data =  247 
[1.84] fsmWrite - channel =  8 , data =  0 
[1.84] fsmWrite - channel =  9 , data =  112 
[1.84] fsmWrite - channel =  10 , data =  94 
[1.84] fsmWrite - channel =  8 , data =  1 
[1.84] fsmWrite - channel =  9 , data =  59 
[1.85] fsmWrite - channel =  10 , data =  130 
[1.85] fsmWrite - channel =  8 , data =  3 
[1.85] fsmWrite - channel =  9 , data =  105 
[1.85] fsmWrite - channel =  10 , data =  36 
[1.85] fsmWrite - channel =  8 , data =  18 
[1.85] fsmWrite - channel =  9 , data =  66 
[1.85] fsmWrite - channel =  10 , data =  188 
[1.86] fsmWrite - channel =  8 , data =  0 
[1.86] fsmWrite - channel =  9 , data =  105 
[1.86] fsmWrite - channel =  10 , data =  96 
[1.86] fsmWrite - channel =  8 , data =  1 
[1.86] fsmWrite - channel =  9 , data =  66 
[1.86] fsmWrite - channel =  10 , data =  128 
[1.86] fsmWrite - channel =  8 , data =  3 
[1.86] fsmWrite - channel =  9 , data =  112 
[1.86] fsmWrite - channel =  10 , data =  177 
[1.86] fsmWrite - channel =  8 , data =  18 
[1.86] fsmWrite - channel =  9 , data =  59 
[1.87] fsmWrite - channel =  10 , data =  47 
[1.88] fsmWrite - channel =  8 , data =  0 
[1.88] fsmWrite - channel =  9 , data =  96 
[1.88] fsmWrite - channel =  10 , data =  71 
[1.88] fsmWrite - channel =  8 , data =  1 
[1.88] fsmWrite - channel =  9 , data =  75 
[1.88] fsmWrite - channel =  10 , data =  153 
[1.88] fsmWrite - channel =  8 , data =  3 
[1.88] fsmWrite - channel =  9 , data =  117 
[1.88] fsmWrite - channel =  10 , data =  196 
[1.88] fsmWrite - channel =  8 , data =  18 
[1.88] fsmWrite - channel =  9 , data =  54 
[1.88] fsmWrite - channel =  10 , data =  28 
[1.89] fsmWrite - channel =  8 , data =  0 
[1.89] fsmWrite - channel =  9 , data =  85 
[1.89] fsmWrite - channel =  10 , data =  240 
[1.89] fsmWrite - channel =  8 , data =  1 
[1.90] fsmWrite - channel =  9 , data =  85 
[1.90] fsmWrite - channel =  10 , data =  240 
[1.90] fsmWrite - channel =  8 , data =  3 
[1.90] fsmWrite - channel =  9 , data =  119 
[1.90] fsmWrite - channel =  10 , data =  206 
[1.90] fsmWrite - channel =  8 , data =  18 
[1.90] fsmWrite - channel =  9 , data =  52 
[1.90] fsmWrite - channel =  10 , data =  18 
[1.91] fsmWrite - channel =  8 , data =  0 
[1.91] fsmWrite - channel =  9 , data =  75 
[1.91] fsmWrite - channel =  10 , data =  90 
[1.91] fsmWrite - channel =  8 , data =  1 
[1.91] fsmWrite - channel =  9 , data =  96 
[1.91] fsmWrite - channel =  10 , data =  134 
[1.91] fsmWrite - channel =  8 , data =  3 
[1.91] fsmWrite - channel =  9 , data =  118 
[1.91] fsmWrite - channel =  10 , data =  134 
[1.91] fsmWrite - channel =  8 , data =  18 
[1.91] fsmWrite - channel =  9 , data =  53 
[1.91] fsmWrite - channel =  10 , data =  90 
[1.92] fsmWrite - channel =  8 , data =  0 
[1.92] fsmWrite - channel =  9 , data =  65 
[1.92] fsmWrite - channel =  10 , data =  144 
[1.92] fsmWrite - channel =  8 , data =  1 
[1.92] fsmWrite - channel =  9 , data =  106 
[1.92] fsmWrite - channel =  10 , data =  80 
[1.93] fsmWrite - channel =  8 , data =  3 
[1.93] fsmWrite - channel =  9 , data =  113 
[1.93] fsmWrite - channel =  10 , data =  251 
[1.93] fsmWrite - channel =  8 , data =  18 
